Time since start (ms),Queue size,Average packet loss
1076,1,0.0
2250,18,0.08888888888888889
3305,20,0.08571428571428572
4384,16,0.11956521739130435
5403,20,0.11764705882352941
6575,17,0.11888111888111888
7790,14,0.125
8915,9,0.12299465240641712
9934,1,0.11616161616161616
11465,6,0.09871244635193133
12488,5,0.09803921568627451
13656,5,0.0931899641577061
14821,4,0.08637873754152824
15861,2,0.08490566037735849
17306,1,0.08231707317073171
18621,1,0.07871720116618076
19673,1,0.07520891364902507
20726,4,0.07086614173228346
21778,3,0.06733167082294264
22828,1,0.06569343065693431
23882,1,0.06338028169014084
25065,1,0.06108597285067873
26118,5,0.05793991416309013
27170,10,0.054878048780487805
28221,1,0.05357142857142857
29411,6,0.05084745762711865
30472,2,0.05166051660516605
31534,1,0.05026929982046679
32596,1,0.04895104895104895
33657,1,0.04794520547945205
34850,8,0.047540983606557376
36319,1,0.046474358974358976
37388,8,0.04447852760736196
38465,9,0.04579025110782865
39555,1,0.04525547445255475
40646,1,0.04460431654676259
41739,9,0.04281767955801105
42832,4,0.04183535762483131
43930,5,0.04183006535947712
45181,1,0.0421455938697318
46302,5,0.04192355117139334
47567,1,0.041112454655380895
48831,1,0.04033214709371293
49955,1,0.0399529964747356
51079,1,0.039125431530494824
52204,1,0.03881278538812785
53483,1,0.0390625
54629,1,0.03925845147219193
55776,1,0.038502673796791446
56780,4,0.037578288100208766
57785,5,0.03680981595092025
58933,1,0.03654822335025381
59937,1,0.036180904522613064
60941,3,0.03560830860534125
61946,1,0.03543307086614173
63094,2,0.03474903474903475
64107,22,0.03885291396854764
65191,18,0.042572463768115944
66315,10,0.04203935599284436
67599,4,0.04140969162995595
68724,1,0.04155844155844156
70017,1,0.0410958904109589
71311,1,0.04064352243861134
72442,1,0.0401673640167364
73581,1,0.04046242774566474
74889,1,0.040098199672667756
76196,1,0.0399673735725938
77504,1,0.039420756234915526
78648,7,0.03873517786561265
79791,1,0.038431372549019606
80937,1,0.03804347826086957
82080,1,0.03775038520801233
83232,11,0.038403614457831324
84896,1,0.038088125466766244
86067,1,0.0384900074019245
87250,1,0.03868613138686131
88274,5,0.038129496402877695
89297,1,0.037776193870277974
90830,1,0.03769559032716927
91855,4,0.0370888733379986
92878,1,0.036754507628294034
93902,1,0.036426116838487975
94925,2,0.03598099117447386
96459,1,0.03557046979865772
97482,16,0.036279683377308705
98532,5,0.03669724770642202
99585,1,0.03636363636363636
100638,1,0.03612903225806452
101690,1,0.03578274760383387
102919,1,0.035623409669211195
104148,4,0.03508771929824561
105376,1,0.03480422622747048
106795,1,0.03522867737948084
107869,1,0.03540903540903541
108945,1,0.035108958837772396
110201,1,0.03473053892215569
111279,1,0.0344622697563874
112537,0,0.03470588235294118
113618,1,0.034382284382284384
114712,1,0.034863451481696686
115817,1,0.03526011560693642
116922,1,0.03519907674552799
118215,1,0.03505747126436782
119690,1,0.034817351598173514
120797,1,0.03456090651558073
121904,1,0.034502262443438916
123749,1,0.0343082114735658
124855,3,0.03407821229050279
125966,1,0.03496115427302997
127096,1,0.03474903474903475
128226,1,0.034653465346534656
129358,1,0.034388646288209604
130677,1,0.034164859002169194
131808,1,0.03409090909090909
132939,1,0.03372591006423983
134257,1,0.03356419818859883
135387,5,0.03317535545023697
136706,1,0.0330188679245283
138213,1,0.03288100208768267
139344,1,0.032676348547717844
140474,1,0.03254132231404959
141604,4,0.03237410071942446
142750,1,0.033028455284552845
143904,1,0.03279515640766902
145059,4,0.03251625812906453
146213,1,0.03238664673642252
147568,1,0.03272186415468518
148734,1,0.032528339083292265
149904,1,0.033382425135002454
151095,1,0.03330068560235064
152285,1,0.03318692044899951
153476,1,0.03297769156159069
154668,1,0.03275529865125241
156056,1,0.032598274209012464
157249,1,0.032504780114722756
158441,1,0.032304038004750596
159632,1,0.03203014601978332
160824,1,0.031865042174320526
162015,1,0.03177570093457944
163602,1,0.031598513011152414
164793,2,0.031496062992125984
165984,1,0.03136531365313653
167174,1,0.031278748850046
168365,5,0.031149793861658268
169556,1,0.030923146884947704
170752,1,0.031137184115523464
171753,1,0.0310391363022942
172758,1,0.030831099195710455
173761,6,0.030558015943312665
