Time since start (ms),Queue size,Average packet loss
168424,10,0.013010480664980123
169571,6,0.012921751615218953
170576,8,0.01282051282051282
171580,2,0.012761432116270826
172871,1,0.012684989429175475
174020,1,0.01263157894736842
175025,7,0.012539184952978056
176045,20,0.012396694214876033
177191,12,0.012332990750256937
178339,1,0.012282497441146366
179343,1,0.012215812690872073
180348,1,0.012166272389320717
181352,1,0.012129380053908356
182499,1,0.012092710782667115
183646,2,0.012036108324974924
184650,2,0.011988011988011988
185798,5,0.01188511059755695
186803,11,0.011783960720130934
187807,9,0.01171493654409372
188955,1,0.011669367909238249
190247,1,0.011571841851494697
191537,1,0.011516314779270634
192685,1,0.01145402481705377
193689,1,0.01139240506329114
194981,1,0.011356466876971609
195984,1,0.011317195850361521
197131,1,0.011274663326025681
198135,1,0.01123946300343428
199570,1,0.011152416356877323
200574,1,0.011107682813946312
201721,1,0.01105311636475284
202869,1,0.011019283746556474
203874,1,0.010999083409715857
204878,7,0.010922330097087379
205882,1,0.010889292196007259
207030,1,0.010866284334440085
208034,1,0.01084010840108401
209038,1,0.010804321728691477
210042,1,0.010788133053640995
211190,1,0.01072066706372841
212337,4,0.010672991402312482
213484,16,0.01056338028169014
214776,10,0.01050481470674059
215780,16,0.010425716768027803
216785,10,0.010383616959907702
217788,1,0.010353753235547885
218937,2,0.010297482837528604
220084,1,0.010256410256410256
221087,1,0.010224368077250781
222378,1,0.010163749294184076
223383,2,0.010109519797809604
224388,1,0.010084033613445379
225534,1,0.01001948232674645
226682,1,0.00997506234413965
227686,9,0.009898267803134452
228833,13,0.009825327510917031
229838,6,0.009790590155017678
230842,1,0.009753454348415064
231847,5,0.009727100783572008
232851,20,0.009635974304068522
233856,34,0.009549071618037135
234860,24,0.009523809523809525
235863,10,0.009508716323296355
236868,5,0.009471191791633781
238159,1,0.009433962264150943
239163,1,0.009399477806788513
240310,1,0.009357941252924357
241457,1,0.009307135470527405
242462,1,0.00929032258064516
243609,1,0.009256878374903575
245045,1,0.009235505387378143
246049,18,0.009162636803257827
247053,11,0.0091324200913242
248632,2,0.009081735620585268
249636,1,0.009074867658179985
250639,1,0.00904295403165034
251787,1,0.009006755066299724
252934,1,0.008982035928143712
253939,8,0.008921933085501859
254943,2,0.008893280632411068
255948,6,0.008849557522123894
256952,1,0.008827856792545365
257958,4,0.008801955990220049
259104,9,0.008742107819329771
260109,12,0.008693552282057475
261543,2,0.008655926905506131
262548,1,0.008631023735315272
263552,3,0.008595988538681949
264557,2,0.008569388240895025
265705,1,0.008544979824353193
266712,4,0.008516678495386799
267717,1,0.008492569002123142
268721,1,0.008480565371024734
270013,1,0.008434864104967198
271017,7,0.008387698042870456
272163,2,0.008354606637270829
273167,4,0.008333333333333333
274172,5,0.0082930200414651
275176,1,0.008266360505166475
276181,1,0.008254987388213713
277185,1,0.008228571428571429
278332,2,0.008204193254329991
279337,2,0.008172531214528945
280484,1,0.008152173913043478
281488,8,0.00810445745159838
282493,1,0.0080953451765235
283640,1,0.008073559093967257
284931,1,0.008037508372404554
285940,1,0.00801068090787717
287088,1,0.007980492130348038
288093,3,0.00794351279788173
289097,1,0.007922535211267605
290101,1,0.007910349373764008
291105,18,0.007846556233653008
292109,13,0.007820986313273952
293114,6,0.00779896013864818
294119,9,0.007760293166630739
295697,1,0.0077269800386349004
296701,1,0.007707129094412331
297706,2,0.007679180887372013
298709,10,0.0076384468491406746
299714,9,0.007609384908053266
300718,17,0.007564614414793024
301722,27,0.007517226978492378
302870,31,0.007475083056478406
303874,20,0.007462686567164179
304878,15,0.007439553626782393
305883,18,0.007404360345536816
306887,13,0.007381587041213861
307892,18,0.0073439412484700125
309039,15,0.007314099959366111
310619,1,0.00729483282674772
311623,2,0.007275666936135812
312628,1,0.007258064516129033
313632,1,0.0072507552870090634
314780,2,0.00721876879887708
315783,1,0.007207207207207207
316787,2,0.007184194771502694
317791,1,0.007172743574417215
318795,1,0.007157057654075547
319800,4,0.0071301247771836
321091,1,0.007116030836133623
322243,1,0.007103393843725336
323247,1,0.0070824316348613026
324394,1,0.00706436420722135
325399,1,0.007049148227922459
326404,1,0.0070353722884502635
327408,7,0.007009345794392523
328413,9,0.006979449398991857
329561,1,0.00696594427244582
330564,3,0.006941766293868106
331569,10,0.006905812392096681
332573,12,0.006876790830945559
333576,2,0.006863679694947569
334724,2,0.00683371298405467
335728,1,0.006818181818181818
336732,5,0.006787330316742082
337737,5,0.006770735377092345
338741,10,0.006740310803220371
339746,6,0.006720179204778794
340750,2,0.0067039106145251395
341755,6,0.0066765578635014835
342758,1,0.0066604995374653095
343762,1,0.0066494274104174364
344910,1,0.00663716814159292
345915,21,0.006588579795021962
347062,12,0.006572941391272595
348067,12,0.006549026741859196
349071,4,0.006534761299691414
350075,1,0.006530019952838745
351223,1,0.0065040650406504065
352226,4,0.006487655433411426
353231,2,0.0064678404599353215
354235,1,0.006459716490220707
355669,1,0.006435466571326421
356817,1,0.006418256373685149
357821,1,0.0064091151860423716
358825,1,0.00639091070477543
359829,1,0.006368300017689722
360834,1,0.006352567496029645
361837,3,0.0063280014062225345
362840,6,0.006303624584135878
363845,18,0.006268500783562598
364850,22,0.006242413733310213
365853,16,0.006227296315516347
366858,8,0.006215469613259668
367862,1,0.0062047569803516025
369010,1,0.006198347107438017
370158,1,0.006187693365417669
371449,1,0.006166495375128468
372454,3,0.006148590947907771
373745,6,0.006120367222033322
374749,22,0.006083136194660358
375753,16,0.006068779501011463
376757,26,0.0060382422006038244
377760,35,0.006009013520280421
378764,38,0.00598702810577083
