Time since start (ms),Queue size,Average packet loss
1057,1,0.0
2209,19,0.18
3376,33,0.28440366972477066
4410,18,0.3
5562,14,0.27972027972027974
6616,1,0.26973684210526316
7830,3,0.2346368715083799
8907,7,0.20588235294117646
10128,1,0.1926605504587156
11195,1,0.18502202643171806
12414,1,0.17647058823529413
13482,1,0.1693548387096774
14550,2,0.1596958174904943
15616,1,0.1575091575091575
16698,6,0.15034965034965034
17782,7,0.1396103896103896
18865,15,0.12759643916913946
19946,11,0.12112676056338029
21031,1,0.1184573002754821
22112,3,0.11466666666666667
23194,1,0.11398963730569948
24294,10,0.11190476190476191
25740,1,0.10933940774487472
27195,1,0.10666666666666667
28331,6,0.1014799154334038
29462,1,0.0995850622406639
30594,1,0.09696969696969697
32214,1,0.09523809523809523
33516,1,0.09266409266409266
34809,1,0.0898876404494382
35939,1,0.08905380333951762
37243,3,0.08672566371681416
38390,6,0.08361774744027303
39535,1,0.08166666666666667
40679,6,0.07814992025518341
41991,1,0.07739938080495357
43150,3,0.07530120481927711
44310,1,0.07507507507507508
45467,1,0.07374631268436578
46627,12,0.07062146892655367
47785,1,0.07112970711297072
48952,9,0.06864064602960969
50118,8,0.06657963446475196
51284,1,0.06530089628681178
52449,1,0.06398996235884567
53782,1,0.0630407911001236
55113,1,0.06257668711656442
56278,1,0.061004784688995214
57608,1,0.05944055944055944
58775,7,0.057757644394110984
59941,1,0.05698324022346369
61274,1,0.05573770491803279
62773,4,0.05402542372881356
63954,1,0.055613850996852045
64978,1,0.05520833333333333
66001,1,0.05480868665977249
67025,4,0.0537525354969574
68046,1,0.05284147557328016
69069,1,0.05252725470763132
70093,1,0.05170731707317073
71456,1,0.05101058710298364
72479,1,0.05028462998102467
73502,2,0.04971857410881801
74525,1,0.04921077065923862
75719,1,0.04871323529411765
76742,2,0.04809437386569873
77766,1,0.04753363228699552
78788,4,0.04698581560283688
79984,1,0.04657293497363796
81519,1,0.04632867132867133
82552,6,0.046153846153846156
83588,1,0.04591836734693878
84967,1,0.0453781512605042
86003,1,0.04492512479201331
87038,9,0.044081632653061226
88270,1,0.04578313253012048
89691,1,0.045454545454545456
90933,1,0.045166402535657686
91999,1,0.04481132075471698
93241,1,0.04453125
94305,1,0.04428904428904429
95548,1,0.04384615384615385
96613,1,0.04367816091954023
98034,1,0.0430188679245283
99099,4,0.04256908140403286
100519,1,0.042222222222222223
101589,1,0.0425531914893617
102667,1,0.043065693430656936
103750,1,0.04278462654097172
104833,1,0.042385057471264365
105916,4,0.042052744119743406
106999,1,0.04163726182074806
108263,1,0.04152005629838142
109525,1,0.041172365666434056
110621,1,0.04077401520387008
111704,1,0.04049416609471517
112772,1,0.040273037542662114
114035,2,0.03967720242098184
115299,0,0.040106951871657755
116586,1,0.040237467018469655
117694,2,0.04
118800,1,0.039687703318152245
119907,2,0.039329464861379754
121013,1,0.039278815196394076
122121,1,0.0391025641025641
123422,5,0.0389937106918239
124541,1,0.038822792736380715
125659,1,0.03875
126965,5,0.03829524397776405
128087,3,0.03841463414634146
129218,1,0.0379746835443038
130348,2,0.0374331550802139
131479,4,0.03708063566804003
132609,1,0.036799065420560745
133929,1,0.03669190448456611
135060,1,0.03656413232733604
136191,1,0.036458333333333336
137321,1,0.03606182026330853
138451,2,0.03581580443433769
139958,0,0.03611738148984198
141288,1,0.036036036036036036
142433,4,0.036748329621380846
143598,1,0.03648424543946932
144764,1,0.036223929747530186
146125,1,0.036105032822757115
147486,1,0.035850081477457905
148652,1,0.035637149028077755
149819,6,0.035181236673773986
150994,1,0.035468501852832186
152174,1,0.03530031612223393
153549,1,0.03509690937663698
154726,1,0.034877667881311816
156101,1,0.034536082474226806
157478,1,0.03432377049180328
158658,1,0.03411405295315682
160042,1,0.03446528129751647
161235,1,0.03415369161225515
162428,1,0.03411941796287005
163431,10,0.03381402287419195
164625,1,0.03361344537815126
166213,1,0.03330068560235064
167405,1,0.03321934538348803
168596,1,0.03309002433090024
169986,1,0.03286611889801837
171176,1,0.03275529865125241
172369,1,0.03262955854126679
173559,1,0.03239637922820391
174951,1,0.03225806451612903
176142,1,0.03216650898770104
177333,1,0.03198494825964252
178724,1,0.031805425631431246
180509,1,0.031672100605496044
181700,1,0.03162790697674418
182891,1,0.03146691346598797
184687,1,0.03173873045078197
185889,1,0.03168044077134986
186891,1,0.031521242576518956
187892,1,0.0314924691921497
189310,1,0.03134938664243526
190515,1,0.031292517006802724
191519,0,0.031559963931469794
192529,1,0.03146067415730337
193541,1,0.03130590339892665
194554,11,0.030973451327433628
195971,1,0.030918727915194347
196984,1,0.030755711775043937
197995,1,0.030594405594405596
199008,1,0.030461270670147953
200021,1,0.030316154179298397
201236,1,0.030198446937014668
202249,1,0.030055817947617004
203261,1,0.029965753424657533
204346,1,0.029850746268656716
205358,3,0.02967359050445104
206372,2,0.029945170814002532
207595,1,0.02981940361192776
209027,1,0.029731993299832497
210049,1,0.02968227424749164
211073,1,0.029546400332917187
212097,1,0.02946058091286307
213119,1,0.029375258585022754
214141,1,0.02929042904290429
215163,1,0.029218106995884775
216186,2,0.02903885480572597
217412,1,0.02886178861788618
218434,1,0.02874493927125506
219455,1,0.028710068742418115
220478,1,0.028594442207007652
221500,1,0.028559935639581657
222522,1,0.02842273819055244
223543,1,0.02825308396339037
224567,1,0.028174603174603175
225590,1,0.028085443037974684
226616,1,0.027996845425867507
227637,1,0.027875932469572047
228865,1,0.027766914352757136
229886,4,0.02751937984496124
231114,1,0.027444916892153073
